0.000000	0.000000	0.000000
0.523797	0.783917	0.333333
1.047594	1.567834	0.666666
1.571391	2.351751	0.999999
2.095188	3.135668	1.333332
2.618985	3.919585	1.666665
3.142782	4.703502	1.999998
3.666579	5.487419	2.333331
4.190376	6.271336	2.666664
4.714173	7.055253	2.999997
5.237970	7.839170	3.333330
5.761767	8.623087	3.666663
6.285564	9.407004	3.999996
6.809361	10.190920	4.333329
7.333158	10.974840	4.666662
7.856955	11.758750	4.999995
8.380752	12.542670	5.333328
8.904549	13.326590	5.666661
9.428346	14.110510	5.999994
9.952143	14.894420	6.333327
10.475940	15.678340	6.666660
10.999740	16.462260	6.999993
11.523530	17.246170	7.333326
12.047330	18.030090	7.666659
12.571130	18.814010	7.999992
13.094920	19.597930	8.333325
13.618720	20.381840	8.666658
14.142520	21.165760	8.999991
14.666320	21.949680	9.333324
15.190110	22.733590	9.666657
15.713910	23.517510	9.999990
16.237710	24.301430	10.333320
16.761500	25.085340	10.666660
17.285300	25.869260	10.999990
17.809100	26.653180	11.333320
18.332890	27.437090	11.666660
18.856690	28.221010	11.999990
19.380490	29.004930	12.333320
19.904290	29.788850	12.666650
20.428080	30.572760	12.999990
20.951880	31.356680	13.333320
21.475680	32.140600	13.666650
21.999470	32.924510	13.999990
22.523270	33.708430	14.333320
23.047070	34.492350	14.666650
23.570860	35.276270	14.999980
24.094660	36.060180	15.333320
24.618460	36.844100	15.666650
25.142260	37.628020	15.999980
25.666050	38.411930	16.333320
26.189850	39.195850	16.666650
26.713650	39.979770	16.999980
27.237440	40.763680	17.333320
27.761240	41.547600	17.666650
28.285040	42.331520	17.999980
28.808830	43.115430	18.333310
29.332630	43.899350	18.666650
29.856430	44.683270	18.999980
30.380230	45.467190	19.333310
30.904020	46.251100	19.666650
31.427820	47.035020	19.999980
31.951620	47.818940	20.333310
32.475410	48.602850	20.666650
32.999210	49.386770	20.999980
33.523010	50.170690	21.333310
34.046800	50.954610	21.666640
34.570600	51.738520	21.999980
35.094400	52.522440	22.333310
35.618200	53.306360	22.666640
36.141990	54.090270	22.999980
36.665790	54.874190	23.333310
37.189590	55.658110	23.666640
37.713380	56.442020	23.999980
38.237180	57.225940	24.333310
38.760980	58.009860	24.666640
39.284770	58.793770	24.999970
39.808570	59.577690	25.333310
40.332370	60.361610	25.666640
40.856170	61.145530	25.999970
41.379960	61.929440	26.333310
41.903760	62.713360	26.666640
42.427560	63.497280	26.999970
42.951350	64.281190	27.333310
43.475150	65.065110	27.666640
43.998950	65.849030	27.999970
44.522740	66.632940	28.333300
45.046540	67.416860	28.666640
45.570340	68.200780	28.999970
46.094140	68.984700	29.333300
46.617930	69.768610	29.666640
47.141730	70.552530	29.999970
47.665530	71.336450	30.333300
48.189320	72.120360	30.666640
48.713120	72.904280	30.999970
49.236920	73.688200	31.333300
49.760710	74.472120	31.666630
50.284510	75.256030	31.999970
50.808310	76.039950	32.333300
51.332110	76.823870	32.666630
51.855900	77.607780	32.999970
52.379700	78.391700	33.333300
