0.000000E+00	5.194932E-36	5.194932E-36	5.194932E-36	5.194932E-36	5.194932E-36	5.194932E-36	5.194932E-36	5.194932E-36	5.194932E-36	
0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	
0.000000E+00	2.064037E-48	2.064037E-48	2.064037E-48	2.064037E-48	2.064037E-48	2.064037E-48	2.064037E-48	2.064037E-48	2.064037E-48	
0.000000E+00	1.789117E-42	1.789117E-42	1.789117E-42	1.789117E-42	1.789117E-42	1.789117E-42	1.789117E-42	1.789117E-42	1.789117E-42	
0.000000E+00	4.306175E-42	4.306175E-42	4.306174E-42	4.306174E-42	4.306174E-42	4.306174E-42	4.306174E-42	4.306174E-42	4.306174E-42	
0.000000E+00	3.926021E-41	3.926021E-41	3.926021E-41	3.926021E-41	3.926021E-41	3.926021E-41	3.926021E-41	3.926021E-41	3.926021E-41	
0.000000E+00	1.932475E-35	1.932475E-35	1.932475E-35	1.932475E-35	1.932475E-35	1.932475E-35	1.932475E-35	1.932475E-35	1.932475E-35	
0.000000E+00	1.139939E-41	1.139939E-41	1.139939E-41	1.139939E-41	1.139939E-41	1.139939E-41	1.139939E-41	1.139939E-41	1.139939E-41	
0.000000E+00	1.579053E-41	1.579053E-41	1.579053E-41	1.579053E-41	1.579053E-41	1.579053E-41	1.579053E-41	1.579053E-41	1.579053E-41	
0.000000E+00	-2.243207E-41	-2.243207E-41	-2.244838E-41	-2.243207E-41	-2.243800E-41	-2.243800E-41	-2.243504E-41	-2.243504E-41	0.000000E+00	
0.000000E+00	1.372197E-39	1.372197E-39	1.372197E-39	1.372197E-39	1.372197E-39	1.372197E-39	1.372197E-39	1.372197E-39	1.372197E-39	
0.000000E+00	6.238751E-41	6.238751E-41	6.238751E-41	6.238751E-41	6.238751E-41	6.238751E-41	6.238751E-41	6.238751E-41	6.238751E-41	
