3.425969E-15	3.213079E-15	2.030265E-15	1.261927E-15	1.419660E-16	3.010643E-17	6.476051E-18	1.279041E-18	2.614052E-19	3.516075E-20	6.492200E-21	1.458375E-21	6.073423E-22	4.716831E-22	4.503452E-22	4.420815E-22	4.308962E-22	4.150948E-22	3.953320E-22	3.725956E-22	3.478483E-22	3.219504E-22	2.956388E-22	2.695233E-22	2.440898E-22	2.197101E-22	1.966537E-22	1.751015E-22	1.551598E-22	1.368739E-22	1.202404E-22	1.052187E-22	9.174072E-23	7.971897E-23	6.905377E-23	5.963859E-23	5.136449E-23	4.412344E-23	3.781086E-23	3.232728E-23	
3.426218E-15	3.213966E-15	2.043342E-15	1.270389E-15	1.419681E-16	3.010645E-17	6.476014E-18	1.278883E-18	2.656186E-19	3.516074E-20	6.492193E-21	1.458367E-21	6.073331E-22	4.716730E-22	4.503344E-22	4.420701E-22	4.308845E-22	4.150829E-22	3.953200E-22	3.725838E-22	3.478367E-22	3.219392E-22	2.956281E-22	2.695131E-22	2.440802E-22	2.197011E-22	1.966453E-22	1.750938E-22	1.551527E-22	1.368674E-22	1.202346E-22	1.052134E-22	9.173596E-23	7.971471E-23	6.904997E-23	5.963522E-23	5.136150E-23	4.412081E-23	3.780854E-23	3.232526E-23	
3.426249E-15	3.214076E-15	2.044974E-15	1.271434E-15	1.419683E-16	3.010644E-17	6.476004E-18	1.278776E-18	2.631105E-19	3.516074E-20	6.492192E-21	1.458366E-21	6.073320E-22	4.716718E-22	4.503331E-22	4.420687E-22	4.308831E-22	4.150815E-22	3.953186E-22	3.725823E-22	3.478353E-22	3.219378E-22	2.956268E-22	2.695118E-22	2.440790E-22	2.197000E-22	1.966443E-22	1.750928E-22	1.551519E-22	1.368667E-22	1.202338E-22	1.052128E-22	9.173537E-23	7.971419E-23	6.904951E-23	5.963481E-23	5.136114E-23	4.412049E-23	3.780826E-23	3.232501E-23	
3.426284E-15	3.214201E-15	2.046815E-15	1.272608E-15	1.419686E-16	3.010645E-17	6.476019E-18	1.279056E-18	2.678701E-19	3.516074E-20	6.492191E-21	1.458365E-21	6.073308E-22	4.716704E-22	4.503316E-22	4.420672E-22	4.308815E-22	4.150799E-22	3.953169E-22	3.725807E-22	3.478337E-22	3.219363E-22	2.956253E-22	2.695104E-22	2.440777E-22	2.196987E-22	1.966431E-22	1.750918E-22	1.551509E-22	1.368658E-22	1.202330E-22	1.052121E-22	9.173472E-23	7.971361E-23	6.904899E-23	5.963435E-23	5.136073E-23	4.412013E-23	3.780795E-23	3.232473E-23	
3.426323E-15	3.214342E-15	2.048892E-15	1.273930E-15	1.419689E-16	3.010645E-17	6.475999E-18	1.278591E-18	2.655891E-19	3.516074E-20	6.492190E-21	1.458363E-21	6.073293E-22	4.716689E-22	4.503300E-22	4.420655E-22	4.308797E-22	4.150780E-22	3.953151E-22	3.725789E-22	3.478320E-22	3.219345E-22	2.956236E-22	2.695088E-22	2.440762E-22	2.196974E-22	1.966419E-22	1.750906E-22	1.551498E-22	1.368648E-22	1.202321E-22	1.052113E-22	9.173399E-23	7.971295E-23	6.904840E-23	5.963383E-23	5.136027E-23	4.411973E-23	3.780759E-23	3.232442E-23	
3.426368E-15	3.214501E-15	2.051238E-15	1.275418E-15	1.419692E-16	3.010645E-17	6.476002E-18	1.279236E-18	2.670864E-19	3.516074E-20	6.492189E-21	1.458362E-21	6.073278E-22	4.716671E-22	4.503281E-22	4.420635E-22	4.308777E-22	4.150760E-22	3.953130E-22	3.725769E-22	3.478300E-22	3.219326E-22	2.956218E-22	2.695071E-22	2.440745E-22	2.196958E-22	1.966404E-22	1.750893E-22	1.551486E-22	1.368637E-22	1.202311E-22	1.052103E-22	9.173317E-23	7.971222E-23	6.904775E-23	5.963325E-23	5.135976E-23	4.411927E-23	3.780719E-23	3.232407E-23	
3.426419E-15	3.214682E-15	2.053891E-15	1.277094E-15	1.419696E-16	3.010646E-17	6.475979E-18	1.278602E-18	2.659385E-19	3.516074E-20	6.492188E-21	1.458360E-21	6.073260E-22	4.716652E-22	4.503260E-22	4.420613E-22	4.308754E-22	4.150737E-22	3.953107E-22	3.725746E-22	3.478277E-22	3.219304E-22	2.956197E-22	2.695051E-22	2.440727E-22	2.196941E-22	1.966388E-22	1.750878E-22	1.551472E-22	1.368624E-22	1.202300E-22	1.052093E-22	9.173225E-23	7.971139E-23	6.904702E-23	5.963259E-23	5.135918E-23	4.411876E-23	3.780675E-23	3.232368E-23	
3.426476E-15	3.214885E-15	2.056892E-15	1.278983E-15	1.419701E-16	3.010646E-17	6.476046E-18	1.278620E-18	2.657978E-19	3.516074E-20	6.492186E-21	1.458359E-21	6.073240E-22	4.716630E-22	4.503237E-22	4.420589E-22	4.308729E-22	4.150711E-22	3.953081E-22	3.725720E-22	3.478252E-22	3.219280E-22	2.956174E-22	2.695029E-22	2.440706E-22	2.196921E-22	1.966370E-22	1.750861E-22	1.551457E-22	1.368610E-22	1.202287E-22	1.052082E-22	9.173122E-23	7.971047E-23	6.904619E-23	5.963186E-23	5.135854E-23	4.411819E-23	3.780624E-23	3.232324E-23	
3.426541E-15	3.215116E-15	2.060291E-15	1.281112E-15	1.419706E-16	3.010646E-17	6.476022E-18	1.278759E-18	2.645347E-19	3.516074E-20	6.492185E-21	1.458357E-21	6.073218E-22	4.716606E-22	4.503211E-22	4.420561E-22	4.308700E-22	4.150682E-22	3.953052E-22	3.725691E-22	3.478224E-22	3.219253E-22	2.956148E-22	2.695004E-22	2.440682E-22	2.196899E-22	1.966349E-22	1.750842E-22	1.551440E-22	1.368594E-22	1.202273E-22	1.052069E-22	9.173006E-23	7.970943E-23	6.904527E-23	5.963104E-23	5.135781E-23	4.411755E-23	3.780568E-23	3.232275E-23	
3.426614E-15	3.215378E-15	2.064147E-15	1.283513E-15	1.419711E-16	3.010647E-17	6.476029E-18	1.279167E-18	2.632060E-19	3.516073E-20	6.492183E-21	1.458355E-21	6.073193E-22	4.716578E-22	4.503181E-22	4.420530E-22	4.308668E-22	4.150649E-22	3.953020E-22	3.725659E-22	3.478192E-22	3.219222E-22	2.956118E-22	2.694976E-22	2.440656E-22	2.196875E-22	1.966327E-22	1.750821E-22	1.551420E-22	1.368577E-22	1.202257E-22	1.052054E-22	9.172876E-23	7.970827E-23	6.904423E-23	5.963012E-23	5.135700E-23	4.411683E-23	3.780505E-23	3.232219E-23	
